id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
887732981415968094,Opera Square Apartment in the Heart of Antwerp 501,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,24,2024-11-13,1.24,54,330,13,
887733086318481923,Opera Square Apartment in the Heart of Antwerp 601,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,24,2024-12-22,1.23,54,313,19,
888079747044250912,Appartement in Merksem Antwerpen,514041729,Huur,,Merksem - Heide,51.24812,4.45179,Entire home/apt,65,30,0,,,1,362,0,
888126796125458842,Charming & Spacious City Center Apartments L401,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,10,2024-07-29,0.57,54,351,7,
888147367776526979,Charming & Spacious City Center Apartments L402,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,24,2024-12-07,1.43,54,327,23,
888159520923356010,Charming & Spacious City Center Apartments L502,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,12,2024-12-23,0.63,54,346,5,
888168341532229778,Charming & Spacious City Center Apartments L602,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,20,2024-12-24,1.06,54,341,5,
888175082417719528,Charming & Spacious City Center Apartments R401,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,9,2024-11-01,0.49,54,325,3,
888185203568876523,Charming & Spacious City Center Apartments L601,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,26,2024-12-21,1.34,54,349,3,
888205707336431325,Charming & Spacious City Center Apartments R602,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,29,2024-12-24,1.62,54,321,11,
888216117562402504,Charming & Spacious City Center Apartments L201,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,11,2024-12-22,0.60,54,344,8,
888224846359426342,Opera Square Apartment in the Heart of Antwerp 502,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,2,2024-10-04,0.35,54,349,2,
888233735913192819,Opera Square Apartment in the Heart of Antwerp 204,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,19,2024-09-28,1.06,54,331,12,
888253823987591248,Charming & Spacious City Center Apartments L301,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,13,2024-12-08,0.67,54,348,5,
888258667142973345,Opera Square Apartment in the Heart of Antwerp 403,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,15,2024-10-11,0.88,54,354,12,
888260422189458254,Charming & Spacious City Center Apartments L102,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,7,2024-11-24,0.38,54,347,5,
888266976332539037,Opera Square Apartment in the Heart of Antwerp 503,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,19,2024-11-22,0.98,54,327,10,
888271698490208265,Opera Square Apartment in the Heart of Antwerp 304,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,27,2024-12-18,1.47,54,328,17,
888275046022947596,Maison Nationale Superior Suite,450285303,Lander,,Sint-Andries,51.2160233,4.399328,Private room,216,1,2,2024-07-21,0.11,10,348,1,
888277275071248361,Opera Square Apartment in the Heart of Antwerp 504,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,43,2024-11-03,2.31,54,302,21,
888285601960396851,Maison Nationale Deluxe Suite,450285303,Lander,,Sint-Andries,51.2160233,4.399328,Private room,241,1,1,2023-05-21,0.05,10,349,0,
888288937399065592,Opera Square Apartment in the Heart of Antwerp 404,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,9,2024-10-31,0.51,54,329,7,
888381317556175763,1 room & private bathroom in sixties app. (2 pers),119122127,Bjorn,,Amandus - Atheneum,51.22017,4.42512,Private room,75,2,28,2024-12-22,1.43,2,337,17,
888907413323094731,Opera Square Apartment in the Heart of Antwerp 701,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,55,2024-12-24,2.90,54,333,46,
888918161691062336,Opera Square Apartment in the Heart of Antwerp 302,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,13,2024-10-22,0.67,54,322,8,
888951433816392943,"Cosy place in Antwerp, near Roma & Tomorrowland",101372215,Sam,,Borgerhout Intra Muros Zuid,51.21367,4.4406,Entire home/apt,77,3,14,2024-12-16,0.71,1,173,1,
888990306287836310,Charming & Spacious City Center Apartments L101,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,18,2024-11-07,0.93,54,348,5,
889011285425865271,Charming & Spacious City Center Apartments R202,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,31,2024-12-07,1.57,54,310,16,
889023249824025315,Charming & Spacious City Center Apartments R302,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,38,2024-12-22,1.95,54,319,14,
890300092013753647,Ruime Gezinswoning Antwerpen,35816475,Martijn,,Linkeroever,51.2223791,4.3851219,Entire home/apt,,5,2,2024-08-22,0.12,1,0,1,
890483188775067368,Central & luminous apartment,514549881,Claude,,Harmonie,51.2053871,4.4072036,Entire home/apt,269,2,43,2024-12-15,2.19,1,342,28,
891889813651857349,Charming & Spacious City Center Apartments L202,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,12,2024-11-25,0.68,54,351,6,
891904381943300285,Opera Square Apartment in the Heart of Antwerp 101,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,5,2024-11-20,0.30,54,338,3,
891908013924416313,Opera Square Apartment in the Heart of Antwerp 301,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,20,2024-10-06,1.05,54,306,15,
891912390071538734,Opera Square Apartment in the Heart of Antwerp 602,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,57,2024-12-21,2.97,54,285,34,
891917422225263229,Opera Square Apartment in the Heart of Antwerp 702,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,67,2024-12-02,3.60,54,262,34,
891922057538627668,Opera Square Apartment in the Heart of Antwerp 202,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,5,2024-12-22,0.27,54,335,3,
891940218713327683,Big modern house in center,496406662,Ekaterina,,Stadspark,51.2087973,4.4150401,Entire home/apt,250,28,1,2023-08-12,0.06,22,365,0,
891941606713480704,Japandi lofts - Old town Antwerp + elevator,182678477,Sleep Inn Antwerp,,Historisch Centrum,51.2185582,4.398518399999999,Entire home/apt,199,1,13,2024-10-29,0.66,43,362,4,
892027478950397298,Opera Square Apartment in the Heart of Antwerp 102,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,6,2024-07-30,0.31,54,340,4,
892320977951519990,Studio 1,514955393,Jacky,,Historisch Centrum,51.21865200034694,4.397358946032726,Entire home/apt,136,2,20,2024-12-22,1.06,6,88,15,
892338156707507852,Studio 3,514955393,Jacky,,Historisch Centrum,51.2186452803392,4.3973374883606065,Entire home/apt,109,2,35,2024-12-08,1.85,6,105,26,
892342173365927909,Studio 4,514955393,Jacky,,Historisch Centrum,51.21868896037199,4.397332123942577,Entire home/apt,126,2,40,2024-12-08,2.26,6,97,28,
892780693590980545,Rustige kamer voor 2 in BoHo.,1328091,Anna,,Borgerhout Intra Muros Noord,51.21829,4.43979,Private room,57,2,13,2024-12-23,0.68,1,72,8,
893900680248516799,Marble Apartments 4F,165436938,Ella,,Theaterbuurt-Meir,51.2179968,4.4078231,Entire home/apt,71,1,28,2024-11-24,2.12,112,345,23,
894595768066423230,City loft residence 1,317037207,Lisa,,Historisch Centrum,51.2233089,4.4020946,Entire home/apt,71,1,15,2024-11-10,0.81,53,333,13,
894614964843171795,Antwerp Central Residence 201,165436938,Ella,,Historisch Centrum,51.2205117,4.3978145,Entire home/apt,71,1,33,2024-12-15,1.77,112,352,13,
894703565119333104,City loft residence 2,317037207,Lisa,,Historisch Centrum,51.2233089,4.4020946,Entire home/apt,71,1,27,2024-12-24,2.14,53,337,26,
894708633943425209,City loft residence 3,317037207,Lisa,,Historisch Centrum,51.2233089,4.4020946,Entire home/apt,71,1,25,2024-11-02,1.48,53,329,13,
894720692296389955,The Meir Lodge 1R,317037207,Lisa,,Theaterbuurt-Meir,51.2191821,4.4081792,Entire home/apt,71,1,37,2024-12-13,1.92,53,343,27,
894983711280896668,Beautiful cozy apartments 2,165436938,Ella,,Historisch Centrum,51.224571,4.4038543,Entire home/apt,71,1,17,2024-12-01,0.93,112,355,9,
895430103730369911,Exquisite Apartment Antwerp Center,515630214,Elena,,Theaterbuurt-Meir,51.21393399999999,4.4074662,Entire home/apt,450,1,20,2024-11-10,1.17,2,222,17,
895619817607091291,Top Location Central Antwerp Studio w/City View!,515678620,Yuval And Lihi,,Universiteitsbuurt,51.2247543,4.4089222,Entire home/apt,114,2,95,2024-12-20,5.27,1,321,57,
896845120028469788,Apartamento Diego,30085447,Diego,,Haringrode,51.20235,4.41977,Entire home/apt,,2,12,2024-11-09,0.71,2,0,6,
896846367501537515,Penthouse in Antwerp city centre,4034278,Charles,,Sint-Andries,51.21597,4.40075,Entire home/apt,250,2,2,2024-03-31,0.20,1,174,2,
897096679943820266,Duplex nabij centraal station,515976177,Michael,,Amandus - Atheneum,51.22196,4.42029,Entire home/apt,170,5,19,2024-12-09,1.09,1,343,5,
897194431081004603,"Birds, flowers and natural pool",269347920,Jafar,,Deurne Zuid Oost,51.19485,4.46396,Entire home/apt,,2,5,2023-09-30,0.26,1,0,0,
897812194681612168,Trendy spacious studio apartment,211790109,Yaya,,Amandus - Atheneum,51.2221,4.41775,Entire home/apt,73,20,3,2024-08-26,0.34,5,361,3,
898339224159303683,Isabella business ap 2,496406662,Ekaterina,,Stadspark,51.20676,4.41679,Entire home/apt,96,6,0,,,22,358,0,
898413400339516744,Modern Room with a terrace,104148785,Darla,,Brederode,51.20305,4.40194,Private room,42,1,61,2024-12-08,3.96,1,49,50,
899106269741269017,Comfortable room in a coliving,508491497,House Of Co,,Borgerhout Intra Muros Zuid,51.21555,4.42856,Private room,,90,0,,,42,365,0,
899127087311704705,Ideal Room in a coliving,508491497,House Of Co,,Borgerhout Intra Muros Zuid,51.21543,4.42821,Private room,,90,0,,,42,365,0,
899133626453397152,Elegant coliving room,508491497,House Of Co,,Borgerhout Intra Muros Zuid,51.21561,4.42688,Private room,,90,0,,,42,365,0,
899141742384426786,Stunning room in Antwerp,508491497,House Of Co,,Borgerhout Intra Muros Zuid,51.21565,4.42817,Private room,,90,0,,,42,365,0,
899145132064481267,Room in Antwerp,508491497,House Of Co,,Borgerhout Intra Muros Zuid,51.21514,4.42858,Private room,,90,0,,,42,365,0,
899154545363642295,A room in a vibrant coliving,508491497,House Of Co,,Brederode,51.20719,4.39978,Private room,30,90,0,,,42,365,0,
899158684424688734,Serene room in a coliving,508491497,House Of Co,,Brederode,51.20569,4.39958,Private room,28,90,0,,,42,365,0,
899161458844937726,Trendy coliving room in Antwerp,508491497,House Of Co,,Brederode,51.20748,4.39971,Private room,29,90,0,,,42,365,0,
899166156367119852,Enjoy your stay in Antwerp,508491497,House Of Co,,Brederode,51.20674,4.40103,Private room,29,90,0,,,42,365,0,
899169749617828557,Luxurious coliving room,508491497,House Of Co,,Brederode,51.20669,4.40062,Private room,29,90,0,,,42,365,0,
899202881946920222,1-BR Centre Antwerp Haven with Patio,19485203,Marie,,Theaterbuurt-Meir,51.21058,4.40515,Entire home/apt,105,1,94,2024-12-08,4.95,12,330,56,
901129454849626834,Antwerp’s Marbled Touched Haven,182436482,Daan,,Historisch Centrum,51.22324,4.40535,Entire home/apt,119,2,101,2024-12-10,5.28,4,340,65,
901160903436846640,The Meir Art Lodge 3R,317037207,Lisa,,Theaterbuurt-Meir,51.2191821,4.4081792,Entire home/apt,71,1,17,2024-07-26,0.92,53,311,4,
901199590041070638,Gvl appartement met tuin,5274056,Sonia,,Tentoonstellingswijk,51.19132,4.39039,Entire home/apt,120,2,20,2024-08-31,1.07,1,222,11,
901892327490451568,Cosy studio for rent,147223529,Aude,,Oud - Berchem,51.19703,4.41713,Entire home/apt,72,3,12,2024-12-24,0.63,1,83,7,
902048959915065374,Cathedral view apartment,14367631,Michiel,,Historisch Centrum,51.2220151,4.4006519,Entire home/apt,199,2,4,2023-09-04,0.21,9,17,0,
902700884421802119,Room in Antwerp,508491497,House Of Co,,Amandus - Atheneum,51.22414,4.42073,Private room,,90,0,,,42,365,0,
902713920984638776,Cozy room in Antwerp,508491497,House Of Co,,Amandus - Atheneum,51.22348,4.4204,Private room,,90,0,,,42,365,0,
902724582542503670,Stylish room in Antwerp,508491497,House Of Co,,Amandus - Atheneum,51.22369,4.41927,Private room,27,90,0,,,42,365,0,
902730074647205977,Luxurious room in Antwerp,508491497,House Of Co,,Amandus - Atheneum,51.22351,4.42037,Private room,28,90,0,,,42,365,0,
902737635918616652,Luxurious room in Antwerp,508491497,House Of Co,,Amandus - Atheneum,51.22338,4.41883,Private room,28,90,0,,,42,365,0,
902746091208542371,Luxurious room in Anwerp,508491497,House Of Co,,Amandus - Atheneum,51.22277,4.41882,Private room,29,90,0,,,42,365,0,
902800189045823052,Coliving room,508491497,House Of Co,,Stuivenberg,51.2278784,4.4342125,Private room,,90,0,,,42,365,0,
902871601592968696,Nice big house for 10,496406662,Ekaterina,,Haringrode,51.2016,4.41757,Entire home/apt,250,14,0,,,22,365,0,
903461470035114076,Cozy room,508491497,House Of Co,,Stuivenberg,51.2278784,4.4342125,Private room,,90,0,,,42,365,0,
903465344425398169,Cozy room,508491497,House Of Co,,Stuivenberg,51.2278784,4.4342125,Private room,,90,0,,,42,365,0,
903469264664975728,Cozy room,508491497,House Of Co,,Stuivenberg,51.2278784,4.4342125,Private room,,90,0,,,42,365,0,
903472911805115706,Cozy room,508491497,House Of Co,,Stuivenberg,51.2278784,4.4342125,Private room,,90,0,,,42,365,0,
903474993331249262,Cozy room,508491497,House Of Co,,Stuivenberg,51.2278784,4.4342125,Private room,,90,0,,,42,365,0,
903477582618229535,Cozy room,508491497,House Of Co,,Stuivenberg,51.22693,4.43468,Private room,,90,0,,,42,365,0,
903482898279459163,coliving room,508491497,House Of Co,,Stuivenberg,51.2287677,4.4237877,Private room,26,90,0,,,42,365,0,
903491403171876383,coliving room,508491497,House Of Co,,Stuivenberg,51.2287677,4.4237877,Private room,28,90,0,,,42,365,0,
903494700152345208,coliving room,508491497,House Of Co,,Stuivenberg,51.2287677,4.4237877,Private room,28,90,0,,,42,365,0,
903498800743029925,Cozy coliving room,508491497,House Of Co,,Stuivenberg,51.2287677,4.4237877,Private room,31,90,0,,,42,365,0,
904207636486886606,Beautiful room with ensuite bathroom A+ location,93099898,Steffi,,Zuid,51.20837,4.38908,Private room,127,2,71,2024-12-22,3.74,1,154,38,
905152868865689755,Centraal appartement met zicht op de kathedraal,459934284,Jorik,,Historisch Centrum,51.2194,4.40354,Entire home/apt,215,1,105,2024-12-15,6.80,2,265,70,
906178369172108999,St Thomas house,127787502,Olena,,Stadspark,51.2051,4.41481,Entire home/apt,186,1,28,2024-12-11,1.53,18,244,19,
907208552878860971,Prachtig vernieuwde studio met tuin én 2 katten,36040604,Sara,,Deurne Zuid West,51.2053579,4.453596399999999,Entire home/apt,,2,7,2023-10-01,0.38,3,0,0,
907971561663107053,Cosy studio in Antwerp (Kiel),71255203,Andries,,Kiel,51.18507,4.38979,Entire home/apt,85,2,10,2024-12-21,0.56,1,316,6,
908345909392041192,Charmante stadswoning,313501029,Matthew,,Harmonie,51.20812,4.40692,Entire home/apt,90,2,49,2024-11-24,2.71,1,54,34,
908717367188139822,The Nomad III: Boho flat in vibrant city center,14595748,Ellen,,Theaterbuurt-Meir,51.21261,4.40288,Entire home/apt,85,1,119,2024-11-13,6.39,4,139,70,
909889751483917903,Vintage/Retro appartement,28345928,Lieve,,Tentoonstellingswijk,51.19268,4.39247,Entire home/apt,65,14,3,2024-12-15,0.24,1,358,2,
909927976078367202,Zonovergoten Mezzanine,8366466,Katrien,,Borgerhout Intra Muros Noord,51.2169818,4.4395519,Private room,85,1,4,2024-07-28,0.23,1,64,1,
910651169956663147,Studio 5,514955393,Jacky,,Historisch Centrum,51.21871920037043,4.3973374883606065,Entire home/apt,108,2,58,2024-12-08,3.28,6,104,38,
910660959710425492,Studio 6,514955393,Jacky,,Historisch Centrum,51.21871920037043,4.397353581614696,Entire home/apt,126,2,36,2024-12-01,1.98,6,101,26,
911435918298502846,Sunny and calm space.,491535108,Els,,Borgerhout Intra Muros Noord,51.2177394,4.430981,Entire home/apt,79,5,8,2024-11-27,1.10,1,336,8,
911633705131415857,Pino's place,58604998,Camille,,Oud - Berchem,51.19967,4.42631,Entire home/apt,180,5,4,2024-07-30,0.33,1,118,4,
912188550322653979,Gezellig huisje met stadstuin,519577225,Charlotte,,Borgerhout Intra Muros Noord,51.21725,4.44331,Entire home/apt,119,7,0,,,1,330,0,
912190334600696267,Rooftop Green Apartment,474437501,Koen,,Wilrijk Centrum,51.17088,4.38947,Entire home/apt,111,2,14,2024-09-06,0.78,1,252,9,
912223851501912586,The Happy Nomad II: flat in vibrant city center,14595748,Ellen,,Theaterbuurt-Meir,51.21097,4.40206,Entire home/apt,,1,89,2024-11-29,5.24,4,1,57,
912287518239989458,Cozy house with city garden,197025850,Sarah,,Hoogte,51.17508,4.4076,Entire home/apt,90,7,2,2023-08-01,0.11,1,349,0,
913626445717052412,"Tranquil, 2BR central Family Haven.",4483643,Amaury,,Brederode,51.2044612,4.4024046,Entire home/apt,,2,14,2024-08-04,0.77,1,0,8,
913814074799370179,Cozy Fully Equipped Studio,520010901,Jafar,,Wilrijk Centrum,51.17143,4.39537,Entire home/apt,59,1,49,2024-12-25,2.68,2,221,41,
914311727480488816,Groot luxe private herenhuis + Jacuzzi,76077597,Bram,,Brederode,51.20583,4.40101,Entire home/apt,517,1,62,2024-12-14,3.36,6,4,44,
914468763241079972,4 bedroom business apartment,496406662,Ekaterina,,Haringrode,51.2039621,4.425686499999999,Entire home/apt,,6,1,2023-10-07,0.07,22,343,0,
916525551598881645,Historisch huis met privé café in hartje stad.,76077597,Bram,,Historisch Centrum,51.22122,4.40232,Entire home/apt,254,1,9,2024-10-20,0.51,6,5,5,
916616457466086823,Stay in fin-de-siècle splendour,515648805,Alex,,Brederode,51.20571,4.39386,Private room,73,1,9,2024-11-17,0.55,1,321,3,
917379100027125758,Appartement in Eilandje,163802707,Otto,,Eilandje,51.2314269,4.4142679,Entire home/apt,137,2,30,2024-08-12,1.71,1,89,14,
917403606332656399,Unique Designer Penthouse in Central Antwerp.,333116661,Joost,,Universiteitsbuurt,51.2213347,4.415989199999999,Entire home/apt,,3,14,2023-11-20,0.80,1,0,0,
917801111110773561,Cozy studio in centre of Old Town,404126106,Jean,,Historisch Centrum,51.22296,4.40385,Entire home/apt,97,2,10,2024-11-10,0.58,2,322,8,
917920117952052714,Luminous house in Antwerp,75001318,Carole,,Brederode,51.20136,4.39145,Entire home/apt,87,5,6,2023-10-15,0.34,1,155,0,
918122295324293937,Bright & cosy studio close to central station,39427857,Frederik,,Amandus - Atheneum,51.2194555,4.4245611,Private room,69,3,25,2024-09-15,1.39,1,83,3,
918705039278968205,Petite luxury ensuite in Antwerp’s old town,3249377,Frances,,Historisch Centrum,51.22385,4.40276,Entire home/apt,71,1,99,2024-12-24,5.73,1,288,65,
919961659364140886,3-bedroom apartment in Hoboken,491918409,Taskin,,Hoboken - Zuidoost,51.1707072,4.3678341,Entire home/apt,98,6,2,2024-05-15,0.11,9,88,1,
919985374617486064,The Meir Lodge 2R,317037207,Lisa,,Theaterbuurt-Meir,51.2191821,4.4081792,Entire home/apt,71,1,17,2024-11-08,1.04,53,350,8,
920141054757338521,1 bedroom apartment in Antwerp,59643937,Sylvie,,Brederode,51.202,4.40053,Entire home/apt,,1,3,2023-10-01,0.17,1,0,0,
920346077058640538,Rustig appartement op toplocatie Meir in Antwerpen,22428501,Liesbeth,,Theaterbuurt-Meir,51.21688,4.40807,Entire home/apt,134,2,20,2024-12-08,1.12,3,39,9,
920657241108245558,Ruim appartement op toplocatie Meir in Antwerpen,22428501,Liesbeth,,Theaterbuurt-Meir,51.21800469999999,4.4078762,Entire home/apt,296,2,55,2024-12-14,3.15,3,327,44,
921006261721178444,Bacchus,62395775,Kim,,Borgerhout Extra Muros,51.20067,4.44379,Entire home/apt,,4,1,2023-07-24,0.06,1,0,0,
921610128872717162,The Jacaranda,185765209,Joris,,Borgerhout Intra Muros Noord,51.21647316999654,4.430587984792044,Entire home/apt,41,14,50,2024-12-01,2.73,1,154,30,
921676686896807089,Groot stijlvol huis met jacuzzi bij Zuid,76077597,Bram,,Zuid,51.20877,4.3983,Entire home/apt,339,1,8,2023-10-22,0.47,6,32,0,
922200363512497010,3-BR Apartment in Prime Antwerp Location,19485203,Marie,,Historisch Centrum,51.21916,4.40008,Entire home/apt,141,1,96,2024-12-21,5.42,12,0,62,
922217461635192442,Central Park appartement+parking,515237788,Sarah,,Theaterbuurt-Meir,51.2128,4.40954,Entire home/apt,200,2,11,2024-07-29,0.65,1,73,8,
922485689240325071,Cozy flat in city centre w/a view,6966957,Mirjam,,Borgerhout Intra Muros Zuid,51.21157,4.43602,Entire home/apt,,2,3,2023-12-25,0.17,1,0,0,
923263563632483960,Leuk appartementje,271708202,Edithe,,Stadspark,51.21007,4.40833,Entire home/apt,130,30,2,2023-12-03,0.11,1,89,0,
923606816339145380,Malu's Oasis,269797426,Marleen,,Merksem - Heide,51.25021,4.45225,Entire home/apt,88,7,12,2024-09-14,0.69,1,85,6,
923669648522496932,Boho art & design apartment,3595639,Wim,,Borgerhout Intra Muros Noord,51.21612,4.43239,Entire home/apt,,3,2,2023-08-20,0.11,2,0,0,
923746695600137235,Room w/ private kitchen & shower,42024170,Kristof,,Deurne Noord,51.2351437250518,4.454571697498966,Private room,236,4,7,2024-04-26,0.38,4,65,3,
924032900938021440,Druivelaar Den DAM 1,522607632,Anton,,Dam,51.22992,4.43794,Private room,,1,16,2024-09-01,0.91,3,0,14,
924411817798100799,Trendy loft in old chocolate factory,35960919,Elise,,Brederode,51.20351,4.40079,Entire home/apt,,2,3,2023-08-06,0.17,1,0,0,
924714387600799100,boho,200808726,Patsy,,Borgerhout Intra Muros Noord,51.2162696,4.4310889,Entire home/apt,170,2,52,2024-12-16,2.93,1,337,29,
925265160578999024,Cozy studio in the heart of Antwerp,522904768,Adagio,,Zurenborg,51.20961,4.42933,Entire home/apt,,3,4,2024-10-20,0.44,1,173,4,
925925921322747207,"Apartment in Antwerpen, City Center&Cathedral view",523057614,Neli,,Linkeroever,51.224131,4.3871044,Entire home/apt,,1,3,2023-08-16,0.17,1,0,0,
926137409958787245,"1. New Cosy 120m Apartment in Antwerp, Sportpaleis",465776254,Sarah,,Deurne Noord,51.231908703515856,4.452098160982132,Entire home/apt,115,2,78,2024-12-13,4.32,2,57,36,
926149221246475681,New Antwerpen Apartment Central,1450666,Melanie,,Haringrode,51.20762,4.42063,Entire home/apt,139,1,39,2024-12-08,2.22,1,362,25,
926245329844661903,"Ground-Floor Fully Equipped Studio, With Garden",520010901,Jafar,,Hoogte,51.17314,4.39519,Entire home/apt,100,1,19,2024-12-22,1.89,2,312,19,
926578003305006014,Central and relaxing home,121313264,Gisele,,Sint-Andries,51.21505103676591,4.39741026610136,Entire home/apt,115,6,10,2024-02-25,0.58,1,80,3,
926594827262816044,K2.9 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.2250637,4.4066228,Private room,38,2,1,2023-08-05,0.06,32,63,0,
926642183279308498,K3.16 2-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.2250637,4.4066228,Private room,62,2,8,2024-07-21,0.44,32,63,1,
926655459988120526,k3.15 2-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.2250637,4.4066228,Private room,,2,7,2024-07-28,0.39,32,63,2,
926662010717329671,k3.13 2-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22619,4.40636,Private room,62,2,7,2024-08-12,0.41,32,63,3,
926707856540297681,The National Residence 4,165436938,Ella,,Sint-Andries,51.217478,4.3998542,Entire home/apt,71,1,36,2024-12-25,2.01,112,355,24,
926710227889291974,k2.12. 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22594,4.4057,Private room,43,2,3,2023-08-13,0.17,32,63,0,
926911805486566972,Chez Nous @ Anvers: Magnificent Loft in Antwerp,258002633,Liv,,Linkeroever,51.23325643118299,4.383540918631794,Entire home/apt,112,2,20,2024-12-16,1.37,1,115,19,
927255372628124288,k3.14 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22619,4.40637,Private room,43,2,4,2024-07-29,0.23,32,63,2,
927410383807206727,Cozy Antwerp Apt: Berchem/Zuid,47988106,Emy,,Markgrave,51.19566,4.41105,Entire home/apt,70,28,0,,,1,204,0,
927479513150114586,Druivelaar Den Dam  Huis,522607632,Anton,,Dam,51.23027,4.43804,Entire home/apt,,2,21,2024-10-21,1.20,3,0,9,
927530283275344012,Den Hazelaar,472640357,Eddy,,Middelheim,51.18485,4.39327,Entire home/apt,,2,0,,,1,0,0,
927582324523641288,2 bedroom apartment + terrace,477227255,Matthias,,Universiteitsbuurt,51.22469,4.40574,Entire home/apt,,2,3,2023-08-14,0.17,1,0,0,
927986071762695263,k1.4 2-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22622,4.40588,Private room,,2,3,2023-08-27,0.17,32,1,0,
928061043593662992,k2.11 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22455,4.40603,Private room,34,2,2,2024-07-31,0.12,32,63,1,
928070873354155325,k2.10 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22602,4.40788,Private room,34,2,3,2024-07-29,0.17,32,63,1,
928078756388877507,k2.8 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22459,4.40571,Private room,34,2,8,2024-08-18,0.45,32,62,4,
928154870649606666,k1.6 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22475,4.40727,Private room,34,2,2,2023-08-20,0.11,32,62,0,
928154971774653901,k1.7 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22566,4.40759,Private room,34,2,2,2024-07-29,0.11,32,63,1,
928180706597506429,k1.5 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22556,4.40731,Private room,34,2,2,2024-07-29,0.12,32,62,1,
928194726591616583,k1.3 1-person room with private shower,46395835,Kris,,Universiteitsbuurt,51.22477,4.40762,Private room,,2,3,2023-09-01,0.17,32,0,0,
930903826812801103,Theatersquare Apartment /AC,182678477,Sleep Inn Antwerp,,Theaterbuurt-Meir,51.21365,4.4104,Entire home/apt,142,1,7,2024-10-19,0.42,43,266,6,
931017515394071228,Spacious appartment Antwerp Zuid,80925517,Delphine,,Zuid,51.21109,4.39738,Entire home/apt,150,150,0,,,1,358,0,
931180564049257779,room in calm and  creative nest  (women only),22870687,Katrien,,Borgerhout Intra Muros Noord,51.21735,4.43715,Private room,50,1,8,2024-12-14,0.49,2,4,7,
